=IAleph5      =   KKMC 4.14  =S= 206.00=     5.5095182=     0.0036156=     0.1101904=pb       =pb       = Minv IFIon               =
=IAleph6      =   KKMC 4.14  =S= 206.00=     2.2107705=     0.0031288=     0.0442154=pb       =pb       = Minv IFIon               =
=IDelphi5     =   KKMC 4.14  =S= 206.00=     5.1461510=     0.0035906=     0.1029230=pb       =pb       = Minv IFIon               =
=IDelphi6     =   KKMC 4.14  =S= 206.00=     2.3569738=     0.0031903=     0.0471395=pb       =pb       = Minv IFIon               =
=ILT9         =   KKMC 4.14  =S= 206.00=     4.6505385=     0.0033276=     0.0930108=pb       =pb       = Minv IFIon               =
=ILT10        =   KKMC 4.14  =S= 206.00=     2.1758687=     0.0029570=     0.0435174=pb       =pb       = Minv IFIon               =
=ILT11        =   KKMC 4.14  =S= 206.00=     2.5511123=     0.0034876=     0.0510222=pb       =pb       = Minv IFIon               =
=IAleph5      =   KKMC 4.14  =S= 206.00=     5.4900096=     0.0031989=     0.1098002=pb       =pb       = Minv IFIoff              =
=IAleph6      =   KKMC 4.14  =S= 206.00=     2.1674836=     0.0027284=     0.0433497=pb       =pb       = Minv IFIoff              =
=IDelphi5     =   KKMC 4.14  =S= 206.00=     5.1265495=     0.0031739=     0.1025310=pb       =pb       = Minv IFIoff              =
=IDelphi6     =   KKMC 4.14  =S= 206.00=     2.3179830=     0.0027858=     0.0463597=pb       =pb       = Minv IFIoff              =
=ILT9         =   KKMC 4.14  =S= 206.00=     4.6341285=     0.0029778=     0.0926826=pb       =pb       = Minv IFIoff              =
=ILT10        =   KKMC 4.14  =S= 206.00=     2.1442185=     0.0026213=     0.0428844=pb       =pb       = Minv IFIoff              =
=ILT11        =   KKMC 4.14  =S= 206.00=     2.4997336=     0.0029558=     0.0499947=pb       =pb       = Minv IFIoff              =
=IAleph5      =   KKMC 4.14  =S= 206.00=     5.4392403=     0.0031815=     0.1087848=pb       =pb       = Minv EEX3                =
=IAleph6      =   KKMC 4.14  =S= 206.00=     2.1666346=     0.0027277=     0.0433327=pb       =pb       = Minv EEX3                =
=IDelphi5     =   KKMC 4.14  =S= 206.00=     5.0854040=     0.0031590=     0.1017081=pb       =pb       = Minv EEX3                =
=IDelphi6     =   KKMC 4.14  =S= 206.00=     2.3168302=     0.0027850=     0.0463366=pb       =pb       = Minv EEX3                =
=ILT9         =   KKMC 4.14  =S= 206.00=     4.5984975=     0.0029644=     0.0919699=pb       =pb       = Minv EEX3                =
=ILT10        =   KKMC 4.14  =S= 206.00=     2.1431342=     0.0026204=     0.0428627=pb       =pb       = Minv EEX3                =
=ILT11        =   KKMC 4.14  =S= 206.00=     2.4985143=     0.0029550=     0.0499703=pb       =pb       = Minv EEX3                =
=IAleph5      =   KKMC 4.14  =S= 206.00=     5.4396913=     0.0031814=     0.1087938=pb       =pb       = Minv EEX2                =
=IAleph6      =   KKMC 4.14  =S= 206.00=     2.1669322=     0.0027279=     0.0433386=pb       =pb       = Minv EEX2                =
=IDelphi5     =   KKMC 4.14  =S= 206.00=     5.0851586=     0.0031589=     0.1017032=pb       =pb       = Minv EEX2                =
=IDelphi6     =   KKMC 4.14  =S= 206.00=     2.3171721=     0.0027853=     0.0463434=pb       =pb       = Minv EEX2                =
=ILT9         =   KKMC 4.14  =S= 206.00=     4.5983050=     0.0029643=     0.0919661=pb       =pb       = Minv EEX2                =
=ILT10        =   KKMC 4.14  =S= 206.00=     2.1434504=     0.0026207=     0.0428690=pb       =pb       = Minv EEX2                =
=ILT11        =   KKMC 4.14  =S= 206.00=     2.4988832=     0.0029553=     0.0499777=pb       =pb       = Minv EEX2                =
=IOpal6       =   KKMC 4.14  =S= 206.00=     5.4963664=     0.0031994=     0.1099273=pb       =pb       = Mprop-, IFIoff           =
=IOpal7       =   KKMC 4.14  =S= 206.00=     6.2688719=     0.0034289=     0.1253774=pb       =pb       = Mprop-, IFIoff           =
=IOpal8       =   KKMC 4.14  =S= 206.00=     2.4578718=     0.0028277=     0.0491574=pb       =pb       = Mprop-, IFIoff           =
=IOpal9       =   KKMC 4.14  =S= 206.00=     2.6506892=     0.0030004=     0.0530138=pb       =pb       = Mprop-, IFIoff           =
=IOpal6       =   KKMC 4.14  =S= 206.00=     5.4453350=     0.0031819=     0.1089067=pb       =pb       = Mprop-, EEX3             =
